SampleID	female	male
L1S173.274765	0.0285714285714286	0.971428571428571
L1S174.274640	0.0380434782608696	0.96195652173913
L1S175.274934	0.0382775119617225	0.961722488038278
L1S176.274621	0.245989304812834	0.754010695187166
L1S177.273454	0.0520231213872832	0.947976878612717
L1S178.275068	0.0343137254901961	0.965686274509804
L1S179.273902	0.0359281437125748	0.964071856287425
L1S18.273422	0.954022988505747	0.0459770114942529
L1S180.274231	0.148148148148148	0.851851851851852
L1S181.274221	0.0492610837438424	0.950738916256158
L1S182.274506	0.0247524752475248	0.975247524752475
L1S183.274343	0.021505376344086	0.978494623655914
L1S184.273919	0.0582010582010582	0.941798941798942
L1S185.273473	0.00497512437810945	0.995024875621891
L1S186.274486	0.0267379679144385	0.973262032085562
L1S187.274092	0	1
L1S188.273373	0.00540540540540541	0.994594594594595
L1S189.273436	0.0110497237569061	0.988950276243094
L1S19.274514	0.988636363636364	0.0113636363636364
L1S190.273282	0.0164835164835165	0.983516483516483
L1S191.273263	0.0181818181818182	0.981818181818182
L1S193.275122	0.0114285714285714	0.988571428571429
L1S194.274523	0	1
L1S195.273591	0.0263157894736842	0.973684210526316
L1S196.273245	0	1
L1S197.274086	0.00568181818181818	0.994318181818182
L1S198.273806	0	1
L1S199.274339	0	1
L1S2.274869	0.883720930232558	0.116279069767442
L1S20.274555	0.95360824742268	0.0463917525773196
L1S200.273384	0.0114942528735632	0.988505747126437
L1S201.273866	0.00571428571428571	0.994285714285714
L1S202.273285	0.0153061224489796	0.98469387755102
L1S203.273731	0	1
L1S204.274607	0.00578034682080925	0.994219653179191
L1S205.274565	0.00546448087431694	0.994535519125683
L1S206.273247	0.00471698113207547	0.995283018867924
L1S207.274287	0	1
L1S208.274741	0.00574712643678161	0.994252873563218
L1S209.273658	0	1
L1S21.274476	0.988950276243094	0.0110497237569061
L1S210.274468	0	1
L1S212.274379	0.00537634408602151	0.994623655913978
L1S213.274333	0.0118343195266272	0.988165680473373
L1S214.274105	0.0144927536231884	0.985507246376812
L1S215.273708	0.0171428571428571	0.982857142857143
L1S216.273394	0.00510204081632653	0.994897959183674
L1S217.273917	0.0930232558139535	0.906976744186046
L1S218.273993	0.00526315789473684	0.994736842105263
L1S219.274012	0.005	0.995
L1S22.273337	0.95360824742268	0.0463917525773196
L1S220.273571	0.00568181818181818	0.994318181818182
L1S221.274942	0	1
L1S222.274663	0.005	0.995
L1S223.274322	0.0276243093922652	0.972375690607735
L1S224.273764	0.00628930817610063	0.993710691823899
L1S225.273936	0	1
L1S226.273455	0.00515463917525773	0.994845360824742
L1S228.273894	0	1
L1S229.273973	0.0236686390532544	0.976331360946746
L1S23.273699	0.885	0.115
L1S231.274180	0.00552486187845304	0.994475138121547
L1S232.273216	0.00543478260869565	0.994565217391304
L1S233.274924	0	1
L1S234.275117	0	1
L1S235.273608	0.00571428571428571	0.994285714285714
L1S236.274787	0.0169491525423729	0.983050847457627
L1S237.274775	0.0152284263959391	0.984771573604061
L1S238.274649	0.00529100529100529	0.994708994708995
L1S239.274267	0.0157068062827225	0.984293193717278
L1S24.274100	0.941860465116279	0.0581395348837209
L1S240.274975	0	1
L1S241.273649	0	1
L1S242.273860	0.00609756097560976	0.99390243902439
L1S243.274281	0.0104712041884817	0.989528795811518
L1S244.274295	0	1
L1S245.274903	0	1
L1S246.273352	0	1
L1S247.273479	0.0170454545454545	0.982954545454545
L1S248.273910	0	1
L1S249.273545	0.0119047619047619	0.988095238095238
L1S25.273273	0.98469387755102	0.0153061224489796
L1S250.273986	0	1
L1S251.274516	0.00546448087431694	0.994535519125683
L1S252.274163	0	1
L1S253.274249	0	1
L1S254.273387	0	1
L1S255.274966	0	1
L1S256.274285	0.00531914893617021	0.99468085106383
L1S257.273377	0	1
L1S258.273240	0.0053475935828877	0.994652406417112
L1S259.273813	0	1
L1S26.274537	0.987951807228916	0.0120481927710843
L1S260.273552	0	1
L1S261.274799	0.00546448087431694	0.994535519125683
L1S262.273236	0.00561797752808989	0.99438202247191
L1S263.274428	0	1
L1S264.273320	0.0304568527918782	0.969543147208122
L1S266.275167	0.00552486187845304	0.994475138121547
L1S267.273765	0.0108695652173913	0.989130434782609
L1S268.273415	0.00531914893617021	0.99468085106383
L1S269.274498	0	1
L1S27.273969	0.977142857142857	0.0228571428571429
L1S270.273598	0.0112359550561798	0.98876404494382
L1S271.274887	0	1
L1S272.274746	0.0416666666666667	0.958333333333333
L1S273.274399	0.00537634408602151	0.994623655913978
L1S274.273705	0.366120218579235	0.633879781420765
L1S275.275069	0.00613496932515337	0.993865030674847
L1S276.273690	0	1
L1S277.273248	0.00540540540540541	0.994594594594595
L1S278.274121	0.00510204081632653	0.994897959183674
L1S279.274262	0.0104712041884817	0.989528795811518
L1S28.273497	0.947976878612717	0.0520231213872832
L1S280.274513	0.0441988950276243	0.955801104972376
L1S281.274883	0.00555555555555556	0.994444444444444
L1S282.273542	0.0114942528735632	0.988505747126437
L1S283.273819	0.0282485875706215	0.971751412429379
L1S284.274692	0	1
L1S285.274434	0	1
L1S286.274014	0.00581395348837209	0.994186046511628
L1S287.274018	0.00526315789473684	0.994736842105263
L1S289.274926	0.00558659217877095	0.994413407821229
L1S29.274586	0.976331360946746	0.0236686390532544
L1S290.274811	0	1
L1S291.274814	0	1
L1S292.273647	0.0114285714285714	0.988571428571429
L1S293.275143	0	1
L1S294.273585	0	1
L1S295.274567	0	1
L1S296.273278	0.00595238095238095	0.994047619047619
L1S297.274827	0.0111111111111111	0.988888888888889
L1S298.274209	0	1
L1S299.274893	0.0166666666666667	0.983333333333333
L1S3.273687	0.896739130434783	0.103260869565217
L1S30.273279	0.965116279069767	0.0348837209302326
L1S300.274656	0.00662251655629139	0.993377483443709
L1S301.274634	0.00526315789473684	0.994736842105263
L1S302.273303	0.0109289617486339	0.989071038251366
L1S303.273579	0	1
L1S304.273937	0.00571428571428571	0.994285714285714
L1S305.273508	0.0263157894736842	0.973684210526316
L1S306.274278	0.029585798816568	0.970414201183432
L1S307.274201	0.00529100529100529	0.994708994708995
L1S308.274545	0.0294117647058824	0.970588235294118
L1S309.274009	0.0153061224489796	0.98469387755102
L1S31.274299	0.953125	0.046875
L1S310.274766	0	1
L1S311.273978	0.0282485875706215	0.971751412429379
L1S312.273453	0.00952380952380952	0.990476190476191
L1S313.273714	0	1
L1S314.273495	0.0218579234972678	0.978142076502732
L1S315.273440	0.00558659217877095	0.994413407821229
L1S316.275138	0.00526315789473684	0.994736842105263
L1S317.273874	0	1
L1S318.274878	0	1
L1S319.274696	0	1
L1S32.273346	0.951351351351351	0.0486486486486487
L1S320.274114	0	1
L1S321.273286	0.0184049079754601	0.98159509202454
L1S322.273615	0.00561797752808989	0.99438202247191
L1S323.274552	0	1
L1S324.274332	0	1
L1S325.273290	0.0112994350282486	0.988700564971751
L1S326.273313	0	1
L1S327.275047	0.0114285714285714	0.988571428571429
L1S328.274091	0	1
L1S329.274894	0.00549450549450549	0.994505494505495
L1S33.274904	0.919753086419753	0.0802469135802469
L1S330.274950	0	1
L1S331.274029	0.00591715976331361	0.994082840236686
L1S332.273671	0.00564971751412429	0.994350282485876
L1S333.274171	0.00571428571428571	0.994285714285714
L1S334.273724	0.340782122905028	0.659217877094972
L1S335.273841	0.0108108108108108	0.989189189189189
L1S336.273230	0	1
L1S337.273287	0	1
L1S338.273528	0	1
L1S339.274501	0.00588235294117647	0.994117647058824
L1S34.274509	0.973821989528796	0.0261780104712042
L1S340.274616	0.00495049504950495	0.995049504950495
L1S341.274763	0	1
L1S342.273734	0	1
L1S343.274134	0	1
L1S344.274360	0	1
L1S345.274745	0	1
L1S346.273710	0.00529100529100529	0.994708994708995
L1S347.273632	0.00526315789473684	0.994736842105263
L1S348.273330	0.0180722891566265	0.981927710843373
L1S349.273679	0	1
L1S35.274335	0.931818181818182	0.0681818181818182
L1S350.274305	0	1
L1S351.274053	0.0148514851485149	0.985148514851485
L1S352.275035	0	1
L1S353.275012	0.0166666666666667	0.983333333333333
L1S354.274130	0.021505376344086	0.978494623655914
L1S355.273704	0	1
L1S356.274526	0.010752688172043	0.989247311827957
L1S357.274041	0	1
L1S358.273815	0.0112359550561798	0.98876404494382
L1S359.274297	0.0160427807486631	0.983957219251337
L1S36.273590	0.962162162162162	0.0378378378378378
L1S360.273952	0.0228571428571429	0.977142857142857
L1S361.274485	0.015625	0.984375
L1S362.274650	0.00564971751412429	0.994350282485876
L1S363.274890	0.0158730158730159	0.984126984126984
L1S364.275003	0	1
L1S365.273336	0.0174418604651163	0.982558139534884
L1S366.274312	0.0120481927710843	0.987951807228916
L1S367.274179	0	1
L1S368.274020	0	1
L1S369.274936	0	1
L1S37.274627	0.967914438502674	0.0320855614973262
L1S370.274873	0.0168539325842697	0.98314606741573
L1S371.275038	0.00540540540540541	0.994594594594595
L1S372.273563	0.0526315789473684	0.947368421052632
L1S374.273604	0.0691489361702128	0.930851063829787
L1S375.275063	0.0110497237569061	0.988950276243094
L1S376.273829	0	1
L1S378.274245	0.00526315789473684	0.994736842105263
L1S379.273907	0	1
L1S38.273790	0.978378378378378	0.0216216216216216
L1S380.274329	0	1
L1S381.274884	0.00555555555555556	0.994444444444444
L1S382.274559	0.00571428571428571	0.994285714285714
L1S383.274632	0.0050251256281407	0.994974874371859
L1S39.273758	0.940860215053763	0.0591397849462366
L1S4.273385	0.931428571428571	0.0685714285714286
L1S40.273512	0.966666666666667	0.0333333333333333
L1S41.273743	1	0
L1S42.273626	0.99468085106383	0.00531914893617021
L1S43.274004	0.956756756756757	0.0432432432432432
L1S44.274905	0.961748633879781	0.0382513661202186
L1S45.273912	0.983783783783784	0.0162162162162162
L1S46.275163	0.970414201183432	0.029585798816568
L1S47.273623	0.938461538461538	0.0615384615384615
L1S48.274804	0.952662721893491	0.0473372781065089
L1S49.273695	0.972222222222222	0.0277777777777778
L1S5.274234	0.946524064171123	0.053475935828877
L1S50.274303	0.988372093023256	0.0116279069767442
L1S51.274027	0.958549222797927	0.0414507772020725
L1S52.273539	0.962765957446808	0.0372340425531915
L1S53.273606	0.984771573604061	0.0152284263959391
L1S54.273348	0.99438202247191	0.00561797752808989
L1S55.273531	0.989690721649485	0.0103092783505155
L1S56.273967	0.98876404494382	0.0112359550561798
L1S57.275149	0.989304812834225	0.0106951871657754
L1S58.275015	0.95	0.05
L1S59.275053	0.973684210526316	0.0263157894736842
L1S6.274392	0.962962962962963	0.037037037037037
L1S60.274493	0.967567567567568	0.0324324324324324
L1S61.273389	0.974489795918367	0.0255102040816327
L1S62.273992	0.989417989417989	0.0105820105820106
L1S63.274199	0.955801104972376	0.0441988950276243
L1S64.274666	0.951807228915663	0.0481927710843374
L1S65.274694	0.978378378378378	0.0216216216216216
L1S66.273306	0.994652406417112	0.0053475935828877
L1S67.273723	0.946428571428571	0.0535714285714286
L1S68.275111	0.988439306358382	0.0115606936416185
L1S69.274960	0.952631578947368	0.0473684210526316
L1S7.274850	0.926136363636364	0.0738636363636364
L1S70.274844	0.956756756756757	0.0432432432432432
L1S71.275087	0.921787709497207	0.0782122905027933
L1S72.274363	0.988826815642458	0.0111731843575419
L1S73.274502	0.958579881656805	0.0414201183431953
L1S74.274032	0.962962962962963	0.037037037037037
L1S75.273762	0.984042553191489	0.0159574468085106
L1S76.274250	0.965909090909091	0.0340909090909091
L1S77.274342	0.973262032085562	0.0267379679144385
L1S78.274362	0.994011976047904	0.00598802395209581
L1S79.273707	0.957219251336898	0.0427807486631016
L1S8.273930	0.977777777777778	0.0222222222222222
L1S80.274164	0.951871657754011	0.0481283422459893
L1S81.275041	0.957317073170732	0.0426829268292683
L1S82.274709	0.859375	0.140625
L1S83.274077	0.994475138121547	0.00552486187845304
L1S84.274271	0.978260869565217	0.0217391304347826
L1S85.273291	0.982558139534884	0.0174418604651163
L1S86.273417	0.989583333333333	0.0104166666666667
L1S87.273667	0.964467005076142	0.0355329949238579
L1S88.273651	0.994791666666667	0.00520833333333333
L1S89.273535	0.994219653179191	0.00578034682080925
L1S9.274892	0.977777777777778	0.0222222222222222
L1S90.273946	0.985576923076923	0.0144230769230769
L1S91.273638	0.989690721649485	0.0103092783505155
L1S92.274475	0.972067039106145	0.0279329608938547
L1S93.274999	0.977777777777778	0.0222222222222222
L1S94.274719	0.972677595628415	0.0273224043715847
L1S95.273271	0.984210526315789	0.0157894736842105
L1S97.274918	0.976190476190476	0.0238095238095238
L1S98.273755	0.942857142857143	0.0571428571428571
L1S99.273974	0.977142857142857	0.0228571428571429
L6S329.274368	0.018957345971564	0.981042654028436
L6S330.274280	0.0168539325842697	0.98314606741573
L6S331.273351	0.0105263157894737	0.989473684210526
